Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Level
12738.0,372,1,310.7,2,1,1,Others
12739.0,78,2,2726.73,3,1,4,Others
12740.0,64,0,427.6,3,1,2,Others
12741.0,529,2,406.07,1,1,2,Others
12742.0,626,1,1201.52,1,1,3,Others
12743.0,134,0,546.43,2,1,2,Others
12744.0,52,4,13158.16,3,1,4,Others
12745.0,487,3,925.41,1,1,3,Others
12746.0,541,1,254.55,1,1,1,Others
12747.0,2,16,9276.539999999999,4,1,4,Others
12748.0,1,144,51951.76,4,3,4,Potential Loyalists
12749.0,4,4,6674.68,4,1,4,Others
12750.0,129,0,275.88,2,1,1,Others
12751.0,445,1,268.27,1,1,1,Others
12752.0,81,0,4366.78,3,1,4,Others
12753.0,4,0,21024.01,4,1,4,Others
12754.0,236,0,2949.12,2,1,4,Others
12755.0,250,10,7421.91,2,1,4,Others
12756.0,87,0,112.07999999999998,3,1,1,Others
12757.0,16,0,4227.7,4,1,4,Others
12758.0,117,5,9903.24,2,1,4,Others
12759.0,52,5,5020.74,3,1,4,Others
12760.0,456,1,347.8,1,1,2,Others
12761.0,458,2,782.95,1,1,2,Others
12762.0,8,0,1898.52,4,1,3,Others
12763.0,138,1,814.16,2,1,2,Others
12764.0,317,0,1693.88,2,1,3,Others
12765.0,472,6,1404.58,1,1,3,Others
12766.0,4,3,10068.28,4,1,4,Others
12767.0,376,1,949.82,2,1,3,Others
12768.0,451,1,168.69000000000003,1,1,1,Others
12769.0,239,0,1143.6,2,1,3,Others
12770.0,211,1,3246.45,2,1,4,Others
12771.0,486,1,282.3,1,1,1,Others
12772.0,60,0,892.47,3,1,3,Others
12773.0,564,1,124.25,1,1,1,Others
12774.0,536,1,98.7,1,1,1,Others
12775.0,17,2,1651.32,4,1,3,Others
12776.0,668,1,55.5,1,1,1,Others
12777.0,458,1,519.45,1,1,2,Others
12778.0,20,3,1757.68,4,1,3,Others
12779.0,21,7,6609.61,4,1,4,Others
12780.0,599,1,337.4,1,1,1,Others
12781.0,21,0,707.72,4,1,2,Others
12782.0,5,6,4560.64,4,1,4,Others
12783.0,2,0,1603.87,4,1,3,Others
12784.0,9,1,1804.75,4,1,3,Others
12785.0,3,2,1094.16,4,1,3,Others
12786.0,610,1,728.5,1,1,2,Others
12787.0,10,1,862.18,4,1,2,Others
12788.0,463,4,444.9,1,1,2,Others
12789.0,65,2,273.35,3,1,1,Others
12790.0,192,1,591.85,2,1,2,Others
12791.0,374,6,1056.1100000000001,2,1,3,Others
12792.0,257,1,827.01,2,1,2,Others
12793.0,335,2,1017.33,2,1,3,Others
12794.0,53,0,860.41,3,1,2,Others
12795.0,19,0,430.48,4,1,2,Others
12796.0,628,1,381.0,1,1,2,Others
12797.0,360,2,746.26,2,1,2,Others
12798.0,10,1,8510.93,4,1,4,Others
12799.0,529,1,219.35,1,1,1,Others
12800.0,470,3,584.25,1,1,2,Others
12801.0,501,1,1071.82,1,1,3,Others
12802.0,184,6,2401.42,2,1,4,Others
12803.0,393,1,1092.81,1,1,3,Others
12804.0,466,2,327.02,1,1,1,Others
12805.0,382,4,1434.95,1,1,3,Others
12806.0,435,4,2878.96,1,1,4,Others
12807.0,383,1,330.35,1,1,1,Others
12808.0,37,3,906.1,3,1,3,Others
12809.0,168,2,1750.99,2,1,3,Others
12810.0,535,2,534.99,1,1,2,Others
12811.0,261,2,1033.9,2,1,3,Others
12812.0,45,0,229.64000000000001,3,1,1,Others
12813.0,502,3,1687.8,1,1,3,Others
12814.0,102,0,125.92,2,1,1,Others
12815.0,148,0,1063.46,2,1,3,Others
12816.0,96,0,572.2,2,1,2,Others
12817.0,281,2,690.98,2,1,2,Others
12818.0,178,0,1517.88,2,1,3,Others
12819.0,458,1,540.52,1,1,2,Others
12820.0,3,7,2689.52,4,1,4,Others
12821.0,214,1,220.8,2,1,1,Others
12822.0,71,0,918.98,3,1,3,Others
12823.0,75,13,6501.5,3,1,4,Others
12824.0,60,0,397.12,3,1,2,Others
12825.0,521,2,518.63,1,1,2,Others
12826.0,3,6,2949.15,4,1,4,Others
12827.0,6,0,430.15000000000003,4,1,2,Others
12828.0,3,0,1018.71,4,1,3,Others
12829.0,322,1,345.35,2,1,2,Others
12830.0,38,0,6748.4,3,1,4,Others
12831.0,262,2,451.11,2,1,2,Others
12832.0,32,0,383.03,3,1,2,Others
12833.0,145,0,417.38,2,1,2,Others
12834.0,283,0,312.38,2,1,1,Others
12835.0,428,41,6043.31,1,1,4,Others
12836.0,59,11,6585.62,3,1,4,Others
12837.0,173,1,688.41,2,1,2,Others
12838.0,34,9,3398.48,3,1,4,Others
12839.0,3,13,10063.93,4,1,4,Others
12840.0,144,3,4029.47,2,1,4,Others
12841.0,5,17,7394.7300000000005,4,1,4,Others
12842.0,70,2,1917.99,3,1,3,Others
12843.0,66,22,6566.91,3,1,4,Others
12844.0,29,2,648.6,3,1,2,Others
12845.0,267,0,354.09,2,1,2,Others
12846.0,682,1,15.58,1,1,1,Others
12847.0,22,1,1636.8999999999999,4,1,3,Others
12848.0,676,1,208.0,1,1,1,Others
12849.0,31,4,3090.56,3,1,4,Others
12850.0,446,1,330.0,1,1,1,Others
12851.0,97,1,284.13,2,1,1,Others
12852.0,290,0,299.75,2,1,1,Others
12853.0,108,5,3832.1,2,1,4,Others
12854.0,79,4,2958.67,3,1,4,Others
12855.0,373,4,650.9399999999999,2,1,2,Others
12856.0,8,0,2162.68,4,1,3,Others
12857.0,211,4,3688.0,2,1,4,Others
12858.0,383,1,177.92,1,1,1,Others
12859.0,459,1,575.1,1,1,2,Others
12860.0,693,1,55.47,1,1,1,Others
12861.0,620,1,68.25,1,1,1,Others
12862.0,426,2,1008.3199999999999,1,1,3,Others
12863.0,52,5,2775.5499999999997,3,1,4,Others
12864.0,138,1,299.57,2,1,1,Others
12865.0,26,2,3303.31,3,1,4,Others
12866.0,283,2,1227.35,2,1,3,Others
12867.0,26,6,7862.69,3,1,4,Others
12868.0,186,3,2247.06,2,1,3,Others
12869.0,682,1,337.66999999999996,1,1,1,Others
12870.0,366,3,1662.05,2,1,3,Others
12871.0,84,1,744.02,3,1,2,Others
12872.0,327,11,3685.4900000000002,2,1,4,Others
12873.0,282,2,2027.3,2,1,3,Others
12874.0,385,2,948.42,1,1,3,Others
12875.0,143,3,1356.99,2,1,3,Others
12876.0,58,2,4081.79,3,1,4,Others
12877.0,4,8,2955.17,4,1,4,Others
12878.0,18,0,841.64,4,1,2,Others
12879.0,45,0,552.5699999999999,3,1,2,Others
12880.0,382,2,640.13,1,1,2,Others
12881.0,276,0,298.0,2,1,1,Others
12882.0,9,0,1463.04,4,1,3,Others
12883.0,25,0,703.47,3,1,2,Others
12884.0,88,0,309.05,3,1,1,Others
12885.0,63,0,1158.27,3,1,3,Others
12886.0,68,0,1351.09,3,1,3,Others
12887.0,384,1,222.4,1,1,1,Others
12888.0,214,0,313.77,2,1,1,Others
12889.0,381,4,385.46000000000004,1,1,2,Others
12890.0,24,1,717.27,4,1,2,Others
12891.0,186,8,840.5,2,1,2,Others
12892.0,397,1,263.38,1,1,1,Others
12893.0,31,0,188.14,3,1,1,Others
12894.0,575,1,157.35,1,1,1,Others
12895.0,42,0,347.3,3,1,2,Others
12897.0,205,2,514.25,2,1,2,Others
12898.0,464,2,310.96000000000004,1,1,1,Others
12899.0,414,1,366.4,1,1,2,Others
12900.0,422,1,340.33,1,1,1,Others
12901.0,9,0,16293.1,4,1,4,Others
12902.0,265,0,138.68,2,1,1,Others
12903.0,429,1,833.53,1,1,2,Others
12904.0,18,0,509.58,4,1,2,Others
12905.0,577,2,1018.42,1,1,3,Others
12906.0,12,0,2919.81,4,1,4,Others
12907.0,396,2,508.91,1,1,2,Others
12908.0,59,3,1272.0,3,1,3,Others
12909.0,40,3,3053.35,3,1,4,Others
12910.0,23,5,5796.52,4,1,4,Others
12911.0,552,1,1680.47,1,1,3,Others
12912.0,3,0,1662.3,4,1,3,Others
12913.0,5,9,6700.860000000001,4,1,4,Others
12914.0,401,1,223.98,1,1,1,Others
12915.0,149,3,1174.75,2,1,3,Others
12916.0,139,3,4630.22,2,1,4,Others
12917.0,128,5,4359.2,2,1,4,Others
12918.0,626,1,10953.5,1,1,4,Others
12919.0,8,0,1301.44,4,1,3,Others
12920.0,17,3,488.09000000000003,4,1,2,Others
12921.0,4,39,35723.69,4,1,4,Others
12922.0,161,0,405.38,2,1,2,Others
12923.0,64,2,789.87,3,1,2,Others
12924.0,88,8,2465.65,3,1,4,Others
12925.0,5,1,729.3299999999999,4,1,2,Others
12926.0,411,4,1548.46,1,1,3,Others
12927.0,395,1,197.31,1,1,1,Others
12928.0,35,7,4304.89,3,1,4,Others
12929.0,122,0,105.1,2,1,1,Others
12930.0,78,0,409.9,3,1,2,Others
12931.0,22,42,83754.19,4,1,4,Others
12932.0,539,8,1698.56,1,1,3,Others
12933.0,24,5,1685.78,4,1,3,Others
12934.0,737,1,181.65,1,1,1,Others
12935.0,2,8,4239.61,4,1,4,Others
12936.0,17,0,1012.9,4,1,3,Others
12937.0,15,5,3097.61,4,1,4,Others
12938.0,26,0,114.14,3,1,1,Others
12939.0,64,12,25264.8,3,1,4,Others
12940.0,46,0,876.29,3,1,2,Others
12941.0,724,1,377.49,1,1,2,Others
12942.0,131,1,942.65,2,1,3,Others
12943.0,301,2,492.75,2,1,2,Others
12944.0,36,0,604.51,3,1,2,Others
12945.0,288,1,900.11,2,1,3,Others
12946.0,437,1,324.45,1,1,1,Others
12947.0,144,1,1711.33,2,1,3,Others
12948.0,16,2,2306.18,4,1,4,Others
12949.0,31,14,15502.5,3,1,4,Others
12950.0,2,0,1843.0,4,1,3,Others
12951.0,9,9,3191.7200000000003,4,1,4,Others
12952.0,6,0,1382.8400000000001,4,1,3,Others
12953.0,10,1,828.8100000000001,4,1,2,Others
12954.0,639,1,162.45,1,1,1,Others
12955.0,1,0,4734.26,4,1,4,Others
